Name,X062918.Healthy.ppLN.cDC1,X062918.PanIN.ppLN.cDC1,X062918.Tumor.ppLN.cDC1,X070618.Tumor.ppLN.cDC1,X071618.Tumor.ppLN.cDC1,X071718.PanIN.ppLN.cDC1,X072618.PanIN.ppLN.cDC1,X073018.Healthy.ppLN.cDC1,X080618.Healthy.ppLN.cDC1
ENSMUST00000192362,0,0,0,0,0,0,0,0,0
ENSMUST00000220666,0,0,0,0,0,0,0,0,0
ENSMUST00000222306,0,0,0,0,0,0,0,0,0
ENSMUST00000220691,0.004946,0,0.052628,0,0,0.14831,0,0,0.003819
ENSMUST00000222527,0,0,0,0,0,0,0,0,0
ENSMUST00000222876,0,0,0,0,0,0,0,0,0
ENSMUST00000057442,3.289962,3.022383,1.565562,1.151568,1.332756,1.841515,1.531833,1.718556,6.922051
ENSMUST00000120135,2.272297,2.597708,0.929179,1.156093,3.902554,4.650506,5.740969,5.886126,3.918539
ENSMUST00000118756,0.111663,0.086531,0.047801,0.085986,0.124398,0.208105,0.411505,0.242021,0.074268
ENSMUST00000150672,0,0.030886,0.02601,0,0.041028,0.13412,0.041961,0.015202,0.063555
ENSMUST00000055087,6.696504,7.880634,6.457815,8.175056,10.208147,12.780422,10.587182,7.722482,3.058942
ENSMUST00000140339,0.067142,0.221225,0.236959,0.331747,0.200393,1.146222,0.690872,0.044674,0.226393
ENSMUST00000222580,0,0,0,0,0,0,0,0,0
ENSMUST00000223209,0.203327,0.085341,0,0.117731,0.188728,0.390296,0.165526,0.14062,0.154114
ENSMUST00000137064,0.64465,0.305807,0.917181,0.069204,0.771178,2.926305,1.202781,1.679779,1.134646
ENSMUST00000021913,7.724847,5.560912,5.346677,7.328341,7.293242,3.914512,7.020314,6.003963,6.463986
ENSMUST00000123599,0,2.077863,0,1.939816,0,2.940437,0.395085,0.783095,1.811581
ENSMUST00000128380,0.570892,0.505803,0.67417,0.599711,0.596217,0.450784,1.118559,0.153269,0.479792
ENSMUST00000120535,0.244403,0.651145,0.511629,0.082652,0.423991,0.302848,0.139217,0.11186,0.187268
ENSMUST00000132598,0.511594,0,0,0,0,0,0,0.245596,0
ENSMUST00000119311,0.892463,0.797967,1.38275,0.67079,1.384516,1.148663,1.658636,0.872905,0.586135
ENSMUST00000142515,0,0,0,0,0,0,0,0,0
ENSMUST00000128544,0,0,0.227538,0.291275,0.561317,0.889295,0.553253,0.057333,0.55191
ENSMUST00000110031,0.920264,1.126432,1.223013,0.937691,1.005637,1.180071,1.149445,0.746514,1.18331
ENSMUST00000230563,0,0,11.552074,0,0,0,17.298856,4.915315,0
ENSMUST00000133906,1.694505,3.535072,5.833201,4.532412,1.666362,1.627415,0.840872,1.769475,2.155123
ENSMUST00000153329,1.005364,1.771009,1.822299,0.103044,0.855469,2.926595,2.35407,0.844594,0.095543
ENSMUST00000151469,0.14256,1.027734,0.033826,0.030546,0.090809,0.146255,0,0,0.469637
ENSMUST00000083837,0,0,0,0,0,0,0,0,0
ENSMUST00000071065,4.547799,4.00434,8.556578,3.81164,3.750828,3.13713,4.548073,2.512851,2.424229
ENSMUST00000222317,0,0,0,0,0,0,0,0,0
ENSMUST00000222184,0.0262,0.035898,0.014324,0.122864,0.086503,0,0.042035,0.005048,0.166294
ENSMUST00000130235,0,0,0.038303,0.008232,0,0,0,0.005843,0.001505
ENSMUST00000021918,0.024144,0,0,0,0,0,0,0,0
ENSMUST00000149299,0,0,0.150592,0.14389,0.206557,0.217364,0,0,0.154922
ENSMUST00000021920,10.624162,10.360348,9.598879,9.810847,9.776847,12.429296,13.706487,11.026455,7.686977
ENSMUST00000221265,0.258137,0.278247,0,0,0,0,0,0,0
ENSMUST00000221709,0.144055,0.141402,0,0.143785,0.260302,0,0.109302,0.194459,0.01493
ENSMUST00000202976,0,0,0,0,0,0,0,0,0
ENSMUST00000201658,0,0,0,0,0,0,0,0,0
ENSMUST00000201517,0,0,0,0,0,0,0,0,0
ENSMUST00000202502,0,0,0,0,0,0,0,0,0
ENSMUST00000201815,0,0,0,0,0,0,0,0,0
ENSMUST00000200797,0,0,0,0,0,0,0,0,0
ENSMUST00000202366,0.29074,0,0,0,0,0,0,0,0
ENSMUST00000202739,0.033496,0,0.005008,0.004808,0,0,0,0.053792,0
ENSMUST00000202970,0,0,0,0,0,0,0,0,0
ENSMUST00000021922,0.069077,0.064686,0.037032,0.095144,0.081172,0.032502,0.137714,0.086571,0.005578
ENSMUST00000188606,0,0,0,0,0,0,0,0,0
ENSMUST00000223156,0,0,0,0,0,0,0,0,0
ENSMUST00000081132,0.145539,0,0,0,0,0.313048,0,1.726884,0.93601
ENSMUST00000221882,0,0,0,0,0,0,0,0,0
ENSMUST00000221718,0,0,0,0,0,0,0,0,0
ENSMUST00000220534,0,0,0,0,0,0,0,0,0
ENSMUST00000221931,0.096871,0,0,0,0,0,0,0,0
ENSMUST00000221478,0,0,0,0,0.021793,0,0,0,0.175288
ENSMUST00000223176,0.047498,0,0,0,0,0,0,0,0
ENSMUST00000223115,0,0,0,0,0,0,0,0,0
ENSMUST00000222780,0.474452,0.547271,0.205359,0.435403,0.533854,0.456529,0.624704,0.108941,0.937534
ENSMUST00000221470,0.340865,0,0,0,0,0,0,0,0
ENSMUST00000021932,0,0.465729,0.301449,0.152413,0.32001,0.196324,0.198629,0.186015,1.428999
ENSMUST00000222706,2.320719,0.877853,0.539147,0.42044,0,0.253682,0,0,0
ENSMUST00000021930,9.023197,9.906259,7.604938,12.353175,10.195344,11.694841,18.413714,15.771473,9.501049
ENSMUST00000223504,0.029135,0.105468,0.140584,0.071358,0.009722,0.154814,0.193255,0.007853,0.138237
ENSMUST00000222285,0.025898,0.046723,0.13538,0.048387,0.151877,0.13523,0.472769,0.012508,0.157116
ENSMUST00000220543,0,0,0,0,0,0,0,0,0
ENSMUST00000038101,1.262658,1.018081,0.749715,1.75775,1.464066,2.275638,3.822814,2.099286,0.796464
ENSMUST00000209846,0.940273,1.523004,1.021812,0.522084,1.521324,0,0,0.97236,0.940739
ENSMUST00000211742,0.055463,0,0.042581,1.153493,0.468306,2.322836,4.238173,0.658879,0
ENSMUST00000160797,0.028907,0.146909,0.39927,0.45062,0.440397,0.997302,0.881638,0.09426,0.021895
ENSMUST00000221038,0,0,0,0,0,0,0,0,0
ENSMUST00000221369,0.080246,0.116432,0.116372,0,0.019703,0,0.054679,0.398006,0.059665
ENSMUST00000223430,1.092908,1.224736,0.673861,0.206232,1.546998,1.731641,0.855541,0.875982,3.367919
ENSMUST00000220818,0.027872,0.065317,0.048553,0.038609,0.087212,0.036289,0,0.004307,0.146584
ENSMUST00000026985,9.598488,7.515123,3.48301,3.770782,4.337945,5.32636,4.136224,3.401544,18.266479
ENSMUST00000124238,0,0,0,0,0,0,0,0,0
ENSMUST00000158716,0,0,0,0,0,0,0,0,0
ENSMUST00000026990,5.797824,6.416212,5.737397,7.174413,5.786607,7.109095,7.873467,9.313765,4.039462
ENSMUST00000151158,0.985255,0.566463,0.040391,1.826179,0.140775,1.269326,0,0.105428,0.074625
ENSMUST00000135404,0,0,0,0,0,0.245539,3.730691,0,2.643398
ENSMUST00000140330,0,0,0.087599,0,0.119197,0.124042,0,0.091472,0.045614
ENSMUST00000118072,0.108668,0.290329,0.185935,0.356789,0.306037,0,0.484718,0,0
ENSMUST00000121401,0.383111,0.62672,0.417156,0.319886,0.511594,0.85405,0.604985,0.434669,1.190513
ENSMUST00000159721,0,0,0.584748,0,0,0,0.079464,0,0
ENSMUST00000138869,0.492446,0,0,0,0,0,0,0,0
ENSMUST00000123852,0.285967,1.388677,0,0.50165,0,0.681439,0.682614,0,0.974884
ENSMUST00000150011,0,0,0,0,0,0.37656,0.44564,0.714649,0
ENSMUST00000126506,0.494192,0.422436,0.737899,0,0.627502,0,0,0,0
ENSMUST00000026989,2.042315,3.930588,2.224684,1.924395,6.380263,2.292006,2.573242,4.091784,0.132649
ENSMUST00000153065,10.466619,11.704688,13.399596,14.002164,10.681884,14.960083,13.093053,8.048968,10.454828
ENSMUST00000153708,3.563959,1.476579,0,0.75558,0.586928,3.186751,5.374825,3.607609,3.399067
ENSMUST00000143173,0.516873,1.220496,0.270107,0.565526,1.002851,1.906994,1.193467,0.999901,0.018199
ENSMUST00000150938,0,0,0,0,0,0,0,0,0
ENSMUST00000143144,0,0,0,0,0,0,0.256493,0,0
ENSMUST00000147318,1.026546,0.18374,0,0.050067,0,0.550593,0.31127,0,2.430723
ENSMUST00000132136,2.401384,0.467081,1.460873,0.374497,0,2.163637,3.578365,1.636662,1.141475
ENSMUST00000126295,0.128701,0,0,0,0,0,0,0,0
ENSMUST00000026988,2.969754,4.15159,3.470034,3.586842,4.924488,4.205638,6.533703,3.649379,4.287387
ENSMUST00000156024,0.846953,0,0,0,0,2.434194,1.095578,1.394834,1.091917
ENSMUST00000116804,59.107431,0,0,0,0,16.862884,3.003871,0,1.239696
ENSMUST00000135354,0,0,0,0,0.263376,0,0.744974,0,0.915721
ENSMUST00000142246,2.244325,1.831202,0.295051,1.178607,0.594105,6.786388,7.214028,2.433254,2.412057
ENSMUST00000026987,5.182388,6.857128,6.600328,7.345475,6.167093,6.398487,5.929213,8.255698,2.795071
ENSMUST00000148222,2.865045,1.335949,0,0,4.243824,5.431222,6.512354,4.377234,6.778895
ENSMUST00000149462,1.193373,0,2.562289,2.364009,0,2.16135,3.353555,3.967753,1.874263
ENSMUST00000026986,61.64959,70.445774,92.258511,86.017534,85.156114,68.580538,80.082084,74.014297,54.244216
ENSMUST00000091609,9.327663,10.74156,10.251794,11.678111,10.17055,9.968732,9.857516,7.450333,6.548682
ENSMUST00000140142,3.339741,3.898173,13.254268,12.986131,14.206587,5.765222,6.255405,8.086495,0
ENSMUST00000049575,24.445772,21.2992,19.107132,17.634061,22.273951,15.665438,22.670596,23.12742,18.315906
ENSMUST00000146301,0.497832,0.362789,0.272858,0.389635,0.37694,0.426493,0.67019,0.27518,0.534925
ENSMUST00000126071,5.941966,6.076885,5.133489,6.047386,6.953567,6.735169,7.498402,6.250413,3.850009
ENSMUST00000220453,0.353538,0.449203,0.443154,0.160297,0.342207,0.825345,0.634584,0.223215,0.533533
ENSMUST00000135015,0,0,0,0.800143,1.059793,0.247306,0,0,1.704335
ENSMUST00000026991,0.477493,1.237441,0.605295,1.455506,0.958069,3.053649,3.205916,1.917399,1.045214
ENSMUST00000137413,0,0,0,0,0,0,0,0,0
ENSMUST00000135232,2.75199,0,1.052546,0,0.483178,4.466504,2.506089,2.187745,3.094113
ENSMUST00000124752,0,0,0,0,0,0,0,0,0
ENSMUST00000153894,2.651026,0,0.98088,0,0.948194,3.281514,2.785253,1.803568,5.414309
ENSMUST00000141915,0.170618,0.478556,0.691484,0.18294,1.313389,0.436298,0.51145,0,1.466106
ENSMUST00000177950,1.475576,0.825515,2.481645,1.159573,1.822953,1.213434,2.154724,1.61899,0.176476
ENSMUST00000125871,0,0.218355,0,0.177061,0,0.49248,0.584017,0.491871,0.393774
ENSMUST00000037422,8.034856,8.104934,4.94008,9.694202,12.761525,13.342224,14.79499,11.15992,4.531348
ENSMUST00000134862,0.347147,0,0,0,0,0.95005,0.140247,0,1.209071
ENSMUST00000150806,4.359759,7.023875,5.867141,5.195351,6.360314,8.837362,8.648189,4.345939,4.005491
ENSMUST00000128257,0.296535,0.131929,0,0,0.230766,0,0,0,0.067694
ENSMUST00000145215,0.893671,1.126089,0.206079,0,0.307353,0.958512,0.725209,0.069552,0.064602
ENSMUST00000126717,0,0,0,0,0,0,0,0,0
ENSMUST00000129881,0,0,0,0,0,0,0,0,0.621877
ENSMUST00000128038,0.697008,2.133374,1.276429,0,2.69502,0,1.590798,0.100611,1.570329
ENSMUST00000125927,0,0,0,0,0.450744,0,0,0,0
ENSMUST00000122935,0,0,0,0,0,0,0,0,0
ENSMUST00000134177,0,0.473549,0,0.287207,0.722814,0.106405,0.812921,0.08204,0
ENSMUST00000145397,0.601025,0,0,0.290911,0,2.832886,1.918415,1.142594,0.031468
ENSMUST00000146931,0.090046,0,0,0,0.050386,0.686212,0.283785,0,0
ENSMUST00000123333,0.665837,0.095513,1.26052,0,1.340822,1.274215,1.48776,0.210447,0.353047
ENSMUST00000144052,1.015763,0,0,0,0,0,1.804822,0,0
ENSMUST00000150626,3.376314,1.901049,0.408886,0,0.463706,3.689042,1.252509,6.552577,0
ENSMUST00000037145,0.042734,0.031217,0,0,0,0.004122,0.010899,0.024421,0.004496
ENSMUST00000135343,0,0.073996,0,0,0,0.245425,0,0.239763,0.087131
ENSMUST00000099506,1.279916,0.914995,0.355927,0.516575,0.473716,0.387487,0.670505,0.211062,2.097337
ENSMUST00000036825,6.983707,4.997103,2.927613,2.27922,2.619297,3.856437,2.772724,2.754837,14.57379
ENSMUST00000134110,0.305875,0.209368,0,0,0,0.99537,0,0,0
ENSMUST00000153829,6.228752,8.023162,2.842298,1.917237,1.783851,0,6.183285,2.433901,5.321831
ENSMUST00000138067,0.510175,0.536236,0.057551,1.14866,0.652135,0.57684,0.091093,0.400337,1.535011
ENSMUST00000124055,1.13513,0.597399,1.210164,1.009124,0.974791,0.997201,1.088235,0.136914,1.337375
ENSMUST00000142158,0,0,0,0,0,0,0,0,0
ENSMUST00000139184,0,0,0,0,0,0,0,0,0
ENSMUST00000132415,0.535517,0.695843,0.16634,0.60175,0,0.838126,1.906603,0.289103,0
ENSMUST00000132005,0,0,0,0,0,0,0,0,0
ENSMUST00000126785,0,0,0,0,0,0,0,0,0
ENSMUST00000126525,0,0,0,0,0,0,0,0,0
ENSMUST00000141398,0,0,0,0,0,0,0,0,0
ENSMUST00000132728,0,0,0,0,0,0,0,0,0
ENSMUST00000110003,0.114536,0.156915,0.131474,0,0.068971,0.148972,0.088853,0.023894,0.236664
ENSMUST00000152204,0,0,0,0,0,0,0,0,0
ENSMUST00000026993,1.083619,1.722394,1.921642,1.490367,3.281149,2.643677,3.355799,1.829237,1.238276
ENSMUST00000131692,0,0,0,0,0,0,0,0,0
ENSMUST00000163796,0,0.166961,0,0,0,0,0,0,0
ENSMUST00000163915,2.266879,0,0,0.255238,0,0,0.347477,0,0
ENSMUST00000099503,0,0,0,0,0,0,0,0,0
ENSMUST00000171859,3.585754,0.472744,1.749198,0,0.128083,0.417138,0,0,1.654411
ENSMUST00000130568,0,0.415061,0,1.031268,0,0,0,1.580332,1.756132
ENSMUST00000145574,1.726115,0,0,2.261867,0.913941,0,2.365897,0,0
ENSMUST00000139574,1.432575,4.087425,0.517992,3.728491,9.310242,0.91983,5.577639,2.828115,9.895819
ENSMUST00000148974,0,0,0,0,0,0,0,0,0
ENSMUST00000189848,0,0,0,0,0,0,0,0,0
ENSMUST00000154615,0,0,0,0,0,0,0,0,0
ENSMUST00000144718,0,0,0,0,0,0,0,0,0
ENSMUST00000026994,0.112728,0.177684,0.453996,0,0,0,0,0,1.405165
ENSMUST00000109994,0.881968,0.44388,0,0.334321,0.307738,0.400838,0.425925,0.282374,0.34446
ENSMUST00000136852,0,0,0.424841,0.152121,0,0,0,0.532737,0
ENSMUST00000142906,0.478294,0,0,0,0.784807,0,0,0,0
ENSMUST00000137967,0,0.756732,0,0,0,0.387792,0.246267,0.540947,2.023861
ENSMUST00000052949,0,0.939726,0,0,0,3.443137,0.343129,6.70535,2.375286
ENSMUST00000153665,6.628836,6.689387,4.340559,7.201426,9.214446,6.823778,23.164416,10.267664,1.836746
ENSMUST00000132309,2.554008,1.250584,1.675253,3.514816,2.26974,0,1.402334,0,0
ENSMUST00000126234,0,0,0,0.099212,0,2.552773,1.33906,5.955515,1.020285
ENSMUST00000123097,0,0,0,0,0,0.391284,0,0,0
ENSMUST00000148221,0,0,0,0,0,0,17.838024,0,0
ENSMUST00000149644,0.963438,0,0,0,0.183906,0,3.225599,0,0
ENSMUST00000135983,0.770258,0.042992,0,0,0,0.052696,0.831776,1.010928,0
ENSMUST00000026997,4.166617,7.287852,2.91726,3.983973,8.395221,7.921664,11.927935,5.527538,2.944632
ENSMUST00000127195,0,0,0,0,0,0,0,0,0
ENSMUST00000148702,1.855515,0,1.433491,1.078421,0,3.803242,0.893253,1.521746,0.877803
ENSMUST00000099496,9.528392,11.922853,13.43428,12.510111,15.533691,10.900431,14.303581,6.245571,4.033815
ENSMUST00000133187,1.171061,1.600277,1.510374,0.897657,1.228675,1.43035,1.445895,0.935187,0.562023
ENSMUST00000128641,1.685946,1.10779,1.485602,2.15336,3.562111,2.104852,0.268135,0.615463,2.570301
ENSMUST00000124561,0,0.330589,0.419551,0,0,0,0.642218,0.079014,0
ENSMUST00000075962,0,0,5.342248,2.637685,0,2.663244,0,0,0
ENSMUST00000161018,0.197765,0,0,0,0,0,1.450581,0.189684,0.133102
ENSMUST00000161315,0,0,0,0,0,0,0,0,0
ENSMUST00000021937,3.102632,2.686131,2.237444,2.962373,3.923597,4.750131,4.490766,3.496383,2.208715
ENSMUST00000159278,0,0,0,0,0,0,0,0,0
ENSMUST00000161551,0,0,0,0,0,0,0,0,0
ENSMUST00000159147,0,0,0,0,0,0,0,0,0.018559
ENSMUST00000162476,0,0.191794,0,0,0,0,0,0,0
ENSMUST00000160660,0,0,0,0,0,0,0,0,0
ENSMUST00000162428,0,0,0,0.142392,0.082962,0.460926,0,0.507134,0
ENSMUST00000161077,0,0,0,0,0.235372,0,0.739006,0.674707,1.210871
ENSMUST00000162288,1.028406,3.548117,0,0,1.608766,2.611439,1.372756,0,0.065235
ENSMUST00000160310,0.066086,0.597744,0.944859,1.169456,1.17742,1.575061,0.733072,0,0.047054
ENSMUST00000224848,0.162027,0,1.364388,0.117303,0,0.878275,0.156452,1.03613,0
ENSMUST00000162653,0.659647,0,0.054956,0,0.340312,0.154109,0.585499,0,0.426455
ENSMUST00000164344,0,0,0,0,0,0,0,0,0
ENSMUST00000005452,0.025257,0.008487,0.098331,0,0,0,0,0,0
ENSMUST00000162967,0,0,0,0.344189,0,0,0,0,0
ENSMUST00000162167,0,0,0,0,0,0.034849,0,0,0
ENSMUST00000224973,0,0,0,0,0,0,0,0,0
ENSMUST00000099490,6.735016,7.378441,5.038226,5.318402,7.415408,10.689936,10.509826,6.611034,6.429403
ENSMUST00000224156,0.064873,0.574964,0.269151,0.76269,0.610021,0.763676,0.413386,0.308242,0.027514
ENSMUST00000224338,0,0,0.027666,0,0,0,0.085452,0,0.318223
ENSMUST00000224918,0.852456,1.185127,0.955805,0.511433,0.964871,1.214957,2.459591,0.475719,0.91754
ENSMUST00000225194,0.672525,1.135121,0.363949,0.763196,1.336268,1.79525,1.319716,0.102305,0.47112
ENSMUST00000225982,0.668784,0.372928,0.634685,0.324678,0.30252,0.521105,0.711843,0.024207,0.212987
ENSMUST00000224693,1.208717,1.235847,3.933659,2.430885,1.634388,2.463129,0,4.214791,1.443382
ENSMUST00000225169,0,0,0.661521,0.395492,1.980362,0.75636,2.021168,0,0.309416
ENSMUST00000224833,0,0.233309,0.919307,0,0.761945,0,0.344387,1.047852,0
ENSMUST00000223894,2.401129,1.044254,0.083392,0,0,0.112595,2.502872,2.338311,1.417863
ENSMUST00000225405,0.174979,0.89368,0.251679,0.561862,0.444539,0.59002,1.07203,0.724992,0.467412
ENSMUST00000225289,0.384354,0.153437,0.355489,0.12521,0.742816,0.633056,0.65213,0,0.425483
ENSMUST00000224685,7.080601,7.511638,13.336292,10.347211,11.941042,12.960755,14.763672,7.427586,4.819793
ENSMUST00000035242,4.1604,4.813736,3.419217,6.077544,5.888842,6.384935,7.809917,5.35554,5.585056
ENSMUST00000224936,0.398507,0.19339,0.029518,0.1982,0.355717,0.616748,0.563671,0,0.08105
ENSMUST00000021942,6.077054,7.741502,8.32645,9.844658,10.883848,8.588079,10.04283,4.952082,4.833161
ENSMUST00000223672,0,0,0,0,0,0,0,0,0
ENSMUST00000224220,54.494012,66.378545,84.95611,83.68862,76.63501,68.11465,75.475144,72.431903,42.083611
ENSMUST00000021941,2.410993,2.651018,2.750112,4.92827,2.854317,1.716213,3.050608,4.116206,0.950727
ENSMUST00000146181,0,0.030796,0,0,0.21231,0.014955,0.297317,0,0.010868
ENSMUST00000225561,0,0.201937,0,0,0,0,0.051254,0,0
ENSMUST00000141644,0,0,0,1.284548,0,1.48049,0,0,0
ENSMUST00000021940,16.670054,17.136761,12.199181,17.93168,17.158326,21.477558,24.932917,30.025612,14.982541
ENSMUST00000224517,14.08683,15.639675,21.028062,20.121724,17.501777,17.198305,20.587909,22.139058,9.017164
ENSMUST00000225066,2.507584,7.281692,3.96589,4.526794,6.746882,6.997733,13.166981,1.527773,1.913114
ENSMUST00000225366,0.242409,0.280192,0.484796,0.184694,0.376343,0.573488,0.48424,0.082994,0.284304
ENSMUST00000063771,3.788645,4.351935,3.065393,3.314521,4.694525,8.928355,10.783068,7.05231,3.579543
ENSMUST00000149858,0.907737,0,0.061646,0.630613,0,1.332178,3.113648,0,0
ENSMUST00000224185,0.034117,0.142768,0.134848,0.274062,0.180412,0.384018,0.435604,0.010752,0.091896
ENSMUST00000135851,2.791993,2.207179,2.651986,6.498114,4.311723,5.469433,7.66414,2.352393,0.343281
ENSMUST00000225259,0,0,0,0,0,0,0,0,0
ENSMUST00000057167,0,0,0,0,0,0,0,0,0
ENSMUST00000224925,0,0,0,0,0,0,0,0,0
ENSMUST00000224043,0.061455,0,0,0,0,0,0,0,0
ENSMUST00000225538,0,0,0,0,0,0,0,0,0
ENSMUST00000223954,0.074424,0,0,0,0,0,0,0,0
ENSMUST00000054146,0,0,0,0,0,0,0,0.39534,0
ENSMUST00000021948,0,0,0,0.049721,0,0,0,0,0
ENSMUST00000170921,0.058794,0,0,0,0.119245,0,0,0,0
ENSMUST00000224653,2.372041,6.308068,5.938682,9.36043,2.189978,9.496542,9.039322,5.818511,0
ENSMUST00000001115,3.835886,0,0,0,9.71145,3.460349,5.51913,3.550484,4.335589
ENSMUST00000224995,0.895117,1.410801,0,1.916868,0,0,0.462006,0,0
ENSMUST00000225925,1.543723,2.343654,3.798246,0.682361,1.156082,3.786467,2.270707,0,0
ENSMUST00000099482,0.666459,0.510441,0.323713,0.383548,0.700051,2.178166,3.775866,1.037822,0.895002
ENSMUST00000224118,0,0,0,0,0,0,0,2.657743,1.800778
ENSMUST00000185186,5.184862,0,0,0,0,0,0,0,2.066161
ENSMUST00000224532,0,0.494088,0.049032,0.651899,0.091037,1.177842,0.945342,0.0243,0.424303
ENSMUST00000046533,1.714196,1.667266,1.816095,1.418781,1.361251,0.98341,1.831601,1.217382,1.423984
ENSMUST00000021950,0.565255,1.679704,0.496731,0.484373,0.869313,2.005334,0.308268,0.471477,1.135299
ENSMUST00000109923,7.843447,8.76166,10.215076,19.026181,17.340327,9.339772,19.724079,11.925211,5.517933
ENSMUST00000109921,9.544791,9.522839,5.351011,11.993753,13.835289,14.972529,19.918526,22.824612,7.067555
ENSMUST00000135705,0.943101,0.092792,0.169015,0.155701,0.213002,0.312328,1.178044,0,0.302348
ENSMUST00000183653,0,11.741221,0,0,0,8.431442,0,0,0
ENSMUST00000139516,5.697307,6.614657,2.928765,1.315556,6.085284,5.42056,8.64069,7.890107,2.885776
ENSMUST00000175813,0.624768,0.480645,0.746976,0.494054,1.788688,1.892088,3.50653,0.466116,0.861811
ENSMUST00000139275,0,0,0,0.257085,0,0,1.039472,0,0
ENSMUST00000124480,1.352906,0,0,0,1.798707,8.71746,8.856134,8.872172,8.181984
ENSMUST00000127867,0.935258,1.307058,0.6457,1.00117,0.601122,0.779217,1.43074,0.324891,1.097863
ENSMUST00000155098,0,0,0,0,0.26349,0,0,0,0
ENSMUST00000153230,0.245104,0.869847,0.713198,0.450641,1.114093,0.801766,1.348492,0.324184,0.222607
ENSMUST00000128910,0.720161,1.063018,1.056183,0,2.023675,0.284643,1.088483,0,0
ENSMUST00000046246,2.896678,2.743529,5.018962,5.302754,6.546578,5.076078,5.008818,3.765821,1.157407
ENSMUST00000069968,0.813716,0,2.591525,1.058583,0,0.777038,0.823235,0,0.059184
ENSMUST00000069929,1.028928,2.575594,0,0,0.858996,0,0.376864,1.005646,0
ENSMUST00000131306,0.09646,0.175485,0,0.423895,0.489521,0.685837,0.557798,0.007673,0.654922
ENSMUST00000128911,0,0,0,0,0,0,0.338161,0,0
ENSMUST00000184300,0,0,0,0,0,0,0,0,0
ENSMUST00000144288,0,0,0,0,0,0,0,0,2.358386
ENSMUST00000136583,0,0,0,0,0,3.070762,0,0,0
ENSMUST00000153426,0,0.453011,0,0,0,0,0.843905,0,0.227212
ENSMUST00000223944,0.116635,0.190779,0.368789,0.070817,0.796802,1.059144,0.778179,0.141954,0.374466
ENSMUST00000047877,0,0,0.780542,0.975111,0,0.985997,1.172176,0.337925,0
ENSMUST00000223563,0.17727,0.892299,0,0,0.557262,1.593392,0.173436,0,0.221904
ENSMUST00000021956,0,7.968097,0,0,0,0,1.316213,0,0
ENSMUST00000224765,8.112466,0,9.660779,9.363428,8.953121,11.535551,12.372956,11.117705,4.809525
ENSMUST00000225783,0.591953,0,0.211137,0.227178,0.060177,0.412414,0.384043,0,0.539095
ENSMUST00000224686,0.657939,0.058533,0,0.129171,0.346246,1.231572,0.743389,0,0.443183
ENSMUST00000224125,0.135749,0.239327,1.114821,0.088207,0.267995,1.485799,1.621934,0,1.101734
ENSMUST00000225184,0.174188,0,0,0,0,0,0,0,0
ENSMUST00000225703,1.977664,5.437521,6.546949,5.934938,12.612513,4.541254,6.503737,0.749628,1.241
ENSMUST00000021957,2.038602,2.441766,1.045308,0.824105,2.79446,4.220787,4.107357,1.398428,1.613776
ENSMUST00000224486,0.654182,0.744548,0.379892,0.367896,0.597917,1.209038,1.226733,0.246791,0.676455
ENSMUST00000224249,2.318096,0,0,0,0,3.924062,4.202,1.402669,2.851369
ENSMUST00000224572,0,0.841202,0.416362,1.006936,0.323802,0.463364,0.201238,0.042868,0.191412
ENSMUST00000225240,1.248907,4.428033,0.425692,1.84401,5.631327,2.166028,4.194903,0.398747,1.552779
ENSMUST00000224275,1.672387,0.695911,1.192679,0.99112,0,0,3.401725,0,1.216296
ENSMUST00000225262,0.842362,1.455339,1.289105,1.293958,1.196815,1.427401,1.339472,0.267574,1.275913
ENSMUST00000224741,0,0,0,0,0,0,0.221429,0,0.01684
ENSMUST00000225723,0.247212,0.349655,0.171505,0.234868,0.548477,0.878428,0.540833,0.013116,0.018453
ENSMUST00000224634,0,0,0,0,0,0,0,0,0
ENSMUST00000109905,42.198514,43.390635,40.444962,49.175415,44.487597,50.439006,54.477059,69.727212,35.054145
ENSMUST00000225888,0,0,0,0,0,0.405822,0.849126,0,0.188127
ENSMUST00000100764,0,0,0.025715,0,0.243223,0,0,0,0
ENSMUST00000142654,0.295951,0.386491,0.0676,0.201509,0.380942,0.622889,0.808647,0.4289,0.451821
ENSMUST00000133176,0,0,0,0,0,0,0,0,0
ENSMUST00000064701,2.287457,2.045692,2.296974,2.138988,2.368218,2.561756,3.309409,2.052943,1.964573
ENSMUST00000138992,0.215177,0.400781,0.410353,0.236164,0,0.338343,0.900009,0.170068,0.626995
ENSMUST00000021963,8.859646,7.090534,7.166586,3.051063,7.667197,5.448055,8.081832,7.23162,2.038187
ENSMUST00000169228,0.60446,2.633239,0.593324,3.711234,3.614428,6.919007,6.818183,1.69032,4.257463
ENSMUST00000165154,0.070676,3.714676,3.515152,5.670931,7.483671,6.650796,7.047885,0.107782,2.73003
ENSMUST00000099479,0,0,0,0,0,0,0,0,0.877785
ENSMUST00000172272,5.803611,5.265943,2.273531,2.285705,7.342723,5.905825,5.651179,10.796428,5.77928
ENSMUST00000224551,1.435363,2.009115,0.488624,0.977811,1.862964,4.60541,5.463895,0.308334,0.702618
ENSMUST00000223736,1.690755,2.991127,4.007047,5.586617,2.225786,4.909324,6.338732,0,0
