Name,X062918.Healthy.ppLN.cDC1,X062918.PanIN.ppLN.cDC1,X062918.Tumor.ppLN.cDC1,X070618.Tumor.ppLN.cDC1,X071618.Tumor.ppLN.cDC1,X071718.PanIN.ppLN.cDC1,X072618.PanIN.ppLN.cDC1,X073018.Healthy.ppLN.cDC1,X080618.Healthy.ppLN.cDC1
ENSMUST00000139799,0,0,0.412851,0.560037,0,0.740866,1.558819,0,0
ENSMUST00000124147,0,0,0.055357,0,0,0.333255,0,0,0
ENSMUST00000146258,0,0.2024,0.157724,0.104376,0.011318,0.106399,0,0,0.017387
ENSMUST00000123830,0.110857,0.131349,0.023617,0.178379,0.218449,0.250514,0.173245,0.122971,0.217612
ENSMUST00000102786,0.462187,2.106168,1.718506,2.60965,1.455997,0.495469,0.849819,1.566042,0.800666
ENSMUST00000123045,0,0,0.225246,0,0,0.572183,0.043493,0,0.923653
ENSMUST00000146739,0,0,0.364372,0.156493,0,0,0,1.922716,0
ENSMUST00000143994,0,0,0.478689,0.113177,0,0.193048,0.258552,0,0
ENSMUST00000124547,0,0,0,0,0,0,0,3.053858,0.108745
ENSMUST00000106994,7.580845,2.60916,0,0,2.267475,0,1.003604,0,0
ENSMUST00000097959,0.191924,0.308299,0.030847,0.543708,0.357353,0.403726,0.200074,0.253141,0.052203
ENSMUST00000136874,1.245211,0.648715,0,0,0,0,0.538763,0.188794,0.126209
ENSMUST00000122529,0,0,0,0,0,0,3.754839,0,0
ENSMUST00000058351,7.437126,8.841334,7.275942,7.78167,8.492572,9.459553,10.568372,8.983398,6.201235
ENSMUST00000102783,0.162909,0.212153,0,0,0.351384,0,0,0,0.160426
ENSMUST00000123258,0,0,0,0,0,0,0,0,0
ENSMUST00000039630,0.121984,0.089764,0.045591,0.07307,0.156263,0.146315,0.109947,0.011885,0.292763
ENSMUST00000134206,0.119818,0.241882,0,0,0.492234,0.31617,0,0.032578,0
ENSMUST00000121588,0.080545,0,0,0,0,0,0.038017,0.032855,0.304121
ENSMUST00000133493,0,0,0,0,0,0,0,0,0
ENSMUST00000092730,0,0,0,0,0,0,0,0,0
ENSMUST00000142634,0,0,0,0,0,0,0,0,0
ENSMUST00000118044,0.489978,0.546331,0.850028,0.895482,0.823397,0.608515,0.625964,0.501047,0.925157
ENSMUST00000118145,0,0,0,0,0,0,0,0,0
ENSMUST00000030257,0,0.31069,0.11235,0.081592,0.15007,0.111802,0.235757,0.252545,0.285974
ENSMUST00000097955,0.21809,0,0,0,0,0,0,0,0.271578
ENSMUST00000123475,0.901254,0,0,0.492863,0,0.585883,0,1.071143,1.425905
ENSMUST00000136430,0,0.780378,0,0,0,0,0.157557,0,0
ENSMUST00000097954,0,0,0,0,0,0,0,0,0
ENSMUST00000191927,0.413293,0,0.775182,0,0,0,0,0,2.001585
ENSMUST00000192528,1.98291,2.925064,0.257142,0.701716,1.695634,1.786067,1.715288,1.085327,2.289034
ENSMUST00000106955,0,0,0.103404,0.00478,0.08683,0.024049,0.019105,0.005062,0.098865
ENSMUST00000038463,0.53438,0.191155,0.248426,0.280834,0.14116,0.250443,0.167301,0.086243,0.765702
ENSMUST00000148148,0.057861,0,0,0,0.018683,0.185628,0.096158,0,0.136189
ENSMUST00000157926,0,0,0,0,0,0,0,0,0
ENSMUST00000102781,26.396444,25.77963,19.421297,18.342362,24.082756,33.096595,28.899057,28.93044,16.172274
ENSMUST00000151235,1.794745,1.620802,4.664678,1.495485,1.021608,5.252221,4.173734,0.476916,0.28741
ENSMUST00000136167,0,0,0,0,0,0,0,0,0
ENSMUST00000147211,0.050726,0.07259,0.191345,0.157801,0.154514,0.173762,0.047247,0.048307,0.007831
ENSMUST00000155328,0,0,0,0,0,0,0,0,0
ENSMUST00000132292,0.407392,0.475058,0,0,0.142528,0.434413,0.280852,0.458657,0.727249
ENSMUST00000104489,0,0,0,0,0,0,0,0,7.748103
ENSMUST00000149297,0.429636,0.083733,0,0,1.136957,0.167781,0,0,0
ENSMUST00000125968,0,0,0,0,0,0,1.099781,0,0
ENSMUST00000122052,0,0,0,0,0,14.453901,0,0,0
ENSMUST00000083345,0,0,0,0,0,0,0,0,0
ENSMUST00000153228,0,0,0,0,0,0,0,0,0
ENSMUST00000131864,0,0,0,0,0,0,1.264788,0,0.065247
ENSMUST00000119268,0,0,0,0,0,0,0,0,4.745659
ENSMUST00000144604,1.184076,0.840404,1.100531,0.432993,1.433965,1.392157,3.433048,0.645735,0.32865
ENSMUST00000083517,0,0,0,0,0,0,0,0,0
ENSMUST00000123107,1.233409,1.184286,0.791745,0.216941,0.16465,1.97649,1.737592,0.762171,0.598076
ENSMUST00000189920,3.246715,1.757401,0.197171,0,0.31835,0.378231,0.424632,0,0.060192
ENSMUST00000117594,0.781313,0.601298,0.183117,0.30812,0,0.194998,0,0,0.046827
ENSMUST00000142581,1.491588,0.817197,0.090668,1.167311,0.11715,0,0.733584,0.621155,1.120025
ENSMUST00000124786,0.870421,0.129976,0.161676,0.352175,0.643608,0.354295,0.199693,0,1.053773
ENSMUST00000102780,0,0,0,0,0,0,0,0,0
ENSMUST00000106946,0.186288,0.194255,0,0,0,0,0,0,0
ENSMUST00000106945,0.620346,0.283892,0.244025,0.118007,0.239479,0.341392,0.350905,0.28346,1.367284
ENSMUST00000131397,0,0,0.70625,0.555804,0,1.428372,0.791711,0.264282,0
ENSMUST00000133055,0,0,0,0,0,0,0,0,1.424535
ENSMUST00000151561,0,0,0,0,0.313909,0.252859,0,0.052003,0
ENSMUST00000155749,0,0,0.687514,0.151287,0,0,0,0.776254,0
ENSMUST00000106930,2.345856,0,0,0,1.492932,0,1.461893,0,0
ENSMUST00000154120,3.11365,1.021979,0,0,0,0.570125,0.665345,1.543392,0.20306
ENSMUST00000038207,0,0,0.150055,1.297378,0,0,0,0.790604,0
ENSMUST00000149047,1.768135,1.118644,0.581543,0.222234,1.285351,0.5843,0.819121,0,1.765244
ENSMUST00000106929,1.413387,2.980872,0.987331,0,0,1.796446,0,0,7.661447
ENSMUST00000146489,0.943638,0,0,0.64227,0,0,0,0.41031,0
ENSMUST00000094953,0,0.159011,0.299351,0,0,0.104301,0.229405,0,0
ENSMUST00000106933,0.290412,0,0,0.114261,0,0,0,0.537919,0.131692
ENSMUST00000158821,7.291213,4.892176,0,0.351909,0,0,0,0,0
ENSMUST00000030254,37.988696,40.534762,22.558925,26.904158,30.883736,50.037636,44.072064,59.67432,17.504783
ENSMUST00000106927,2.183869,6.968951,19.683905,19.46926,21.807841,1.139033,9.454629,0,8.254304
ENSMUST00000102777,0,0,0,0,0,0.084009,0,0,0
ENSMUST00000106921,0.136687,0.019024,0.145273,0.061416,0.022048,0,0.102906,0.002929,0.205827
ENSMUST00000037552,0,0,0.00397,0,0,0,0,0,0
ENSMUST00000145024,0,0,0,0,0,0,0,0,0
ENSMUST00000128948,0.275876,0,0.127649,0,0,0,0,0,0
ENSMUST00000156402,0,0,0,0,0,0,0,0,0
ENSMUST00000151733,0.468512,0.804015,0.071731,0,0.133042,0,0.893691,0,0
ENSMUST00000106919,0,0,0,0,0,0,0,0,0
ENSMUST00000084386,0,0,0,0,0,0,0,0,0
ENSMUST00000120788,0,0,0,0.070856,0,0,0,0.482089,0.040191
ENSMUST00000118645,0,0,0,0,0,0,0,0,0
ENSMUST00000051043,0.282891,0.258561,0.194043,0,0.115328,0,0.236618,0.092674,0.053905
ENSMUST00000117669,0.089072,0.069029,0.247262,0.260971,0.222898,0.208562,0.143198,0.067806,0.20747
ENSMUST00000075999,0,0,0,0,0,0,0,0,0
ENSMUST00000052027,0,0,0,0,0,0,0,0,0
ENSMUST00000106916,0,0,0,0,0,0,0,0,0
ENSMUST00000106914,0,0,0,0,0,0.366711,0.03079,0.021376,0.029552
ENSMUST00000151553,0,0.083274,0,0.030228,0,0,0,0,0
ENSMUST00000106915,0,0,0,0,0,0,0,0,0
ENSMUST00000118151,0,0,0,0,0.104404,0,0,0,0.00683
ENSMUST00000106911,0,0,0.02879,0,0,0,0,0,0
ENSMUST00000172845,0,0,0.648945,0.597933,0,0.869723,1.368169,1.195145,2.629423
ENSMUST00000173119,0.148227,0.041364,0.104662,0.035951,0.077886,0.110693,0.035068,0.06791,0.168802
ENSMUST00000106907,0,0.276157,0.14887,0.021766,0.04843,0.08069,0,0,0.23946
ENSMUST00000106908,10.131257,12.808922,19.114395,9.281788,14.268742,13.215827,14.06573,9.19815,8.614111
ENSMUST00000174186,0.078602,0.546681,0.208688,0.235315,0,0.057203,0,0.02043,0.443844
ENSMUST00000106904,0,0.372723,0,0,0,0.163262,0.329317,0,0.229502
ENSMUST00000172616,0,0.205349,0.276123,0.072343,0.175527,0.458496,0.126114,0.025551,0.417175
ENSMUST00000133632,0,0,0,0.019395,0.028151,0,0.156046,0,0.821039
ENSMUST00000097950,2.666547,1.440102,0.844563,0.288649,0.710142,2.213354,2.507201,1.649945,1.364524
ENSMUST00000030251,1.55249,1.00652,0,0,0.661207,1.820242,2.755389,6.057211,0.998438
ENSMUST00000097949,1.041959,0.028902,0.014324,0.022559,0.073299,0,0,0.757355,1.259404
ENSMUST00000106901,1.312579,0.318518,1.147228,0.061677,0.752375,1.305133,1.626734,0.849956,0.118194
ENSMUST00000104072,0,0,0,0,0,0,0,0,0
ENSMUST00000097948,0.698884,0.566579,0,0,0,0,0.114696,0,0.87166
ENSMUST00000142430,2.385257,1.601467,2.995927,3.934753,2.339596,2.515145,1.836483,1.497103,4.638451
ENSMUST00000066824,0.057096,0,0.14914,0.256164,0,0,0.147312,0,0.349575
ENSMUST00000137592,1.39673,2.131693,0.175353,0,0.119605,1.117425,0.536288,0.878909,1.693633
ENSMUST00000072481,0.195656,0.264016,0,0.204868,0.699342,0,0,0.126404,0
ENSMUST00000156596,0,0,0,0,3.52918,0.878427,0.896845,1.967815,1.181332
ENSMUST00000136164,0.446139,0,0.281606,0,0,0.059544,0.273591,0.415239,2.467116
ENSMUST00000080728,0.705774,0.292479,0.105848,0.333557,0.137174,0.172899,0.199551,0,1.343202
ENSMUST00000140289,0.244819,0.411862,0,0,0,0,0.042793,0,0
ENSMUST00000183855,1.184806,0.54219,0,0.052001,0,0.370529,0.305431,0.344762,0.036948
ENSMUST00000106882,1.479394,1.279067,0.493936,0.223771,0.321397,0.793344,0.467516,0.787537,1.9842
ENSMUST00000149547,0,0.38293,0,0,0.211036,0.500379,0,0,0.33472
ENSMUST00000131431,0,0.505566,0.241903,0,0,0.301331,0.131247,0,0.776638
ENSMUST00000141624,0.274735,1.03235,0.037462,0,0,0.082126,0.122469,0,2.064137
ENSMUST00000140676,1.751765,1.557321,0,0.598201,0,0.406442,1.008991,0,1.506888
ENSMUST00000149348,0.196071,0.097642,0.148056,0,0.011574,0.013125,0.031636,0,0.221787
ENSMUST00000220547,0,0,0,0,0,0.215115,0,0,0
ENSMUST00000223169,0,0,0.212236,0,0,0,0,0,0
ENSMUST00000030248,0,0,0,0,0,0,0,0,0
ENSMUST00000125417,0,0.089185,0,0,0,0,0,0,0
ENSMUST00000169211,0,0,0,0,0,0,0,0,0
ENSMUST00000116317,0,0,0,0,0,0,0,0,0
ENSMUST00000140654,0,0,0,0,0,0,0,0,0
ENSMUST00000139883,0,0,0,0,0,0,0,0,0
ENSMUST00000148892,0,0,0.00782,0.026159,0,0.023007,0,0,0.020612
ENSMUST00000084382,0,0,0.029436,0,0,0,0,0,0
ENSMUST00000106869,0,0,0,0.116874,0,0,0,0,0
ENSMUST00000138960,0,0,0,0,0,0,0,0,0
ENSMUST00000036451,0,0,0.196407,0,0,0,0.152596,0,0
ENSMUST00000036557,0.065073,0,0.018999,0,0,0,0,0.29511,0
ENSMUST00000116316,0,0,0,0.114456,0.172469,0.160075,0,0,0
ENSMUST00000106868,0.442523,0.194764,0.015841,0.038241,0.014482,0,0.164138,0.25672,0.176993
ENSMUST00000136355,0.044333,0.218935,0.070841,0.01473,0.021726,0.123058,0,0.009692,0.161689
ENSMUST00000152647,0,0,1.443319,0,0,0,0,0,0
ENSMUST00000148673,0,0.297338,0,0,0.090016,1.122408,0,0,1.142864
ENSMUST00000119011,0,0,0,0,0,0,0,0,0
ENSMUST00000136092,0,0.504569,0,0.453845,0.239845,0,0,0,0.876752
ENSMUST00000106858,0,0,0,0.727209,0,0.216968,0.864199,0.726169,0.116909
ENSMUST00000137348,2.203037,0,2.849483,0,0.541328,0,0,0,4.973449
ENSMUST00000149259,0,0,0,0,0,0,0,0,0
ENSMUST00000143417,0,0,0,0,0,0,2.83152,0,0
ENSMUST00000144219,0.134594,0.159908,0.111786,0.088695,0,0.312918,0.047235,0.348898,0.183554
ENSMUST00000134533,0.80405,0,0,0,0,0,0.186963,0,0.025787
ENSMUST00000030247,7.663193,0,0,3.029763,4.148879,10.225799,6.744681,8.823901,5.56343
ENSMUST00000097945,0,10.016774,8.854422,4.732379,6.20163,1.781632,2.469565,0,0
ENSMUST00000147491,0,0,0,0.137984,0,0,0,0.369157,0
ENSMUST00000106857,0.122424,0.371174,0,0,0,0.542741,2.053885,0,0
ENSMUST00000151588,0.451761,0.263445,0.106466,0.312745,0.512631,0.480226,0.663951,0.284317,0.148385
ENSMUST00000124348,0.027495,0.162767,0.06925,0.103617,0.101339,0.243535,0.193519,0,0.136699
ENSMUST00000106855,1.860858,0.442912,0,0,0.10859,3.726454,2.925201,3.090534,0.871453
ENSMUST00000128536,0.819156,1.244622,1.219729,0.462666,1.296807,1.740732,3.613222,0.992024,0.512746
ENSMUST00000150285,0,0.044485,0,0,0,0,0.055762,0,0
ENSMUST00000036195,1.015516,1.24738,0.492851,1.398957,0.776227,1.531069,1.088085,0.625341,0.83678
ENSMUST00000183432,0.092971,0.171168,0.175036,0.090135,0.144655,0.070667,0.026364,0.063424,0.086333
ENSMUST00000094947,0,0,0,0,0.096913,0,0,0,0
ENSMUST00000154845,0,0,0,0,0,0,0,0,0
ENSMUST00000204816,0.105088,0.190407,0.01579,0.193356,0.337749,0.276036,0.175527,0.017298,0.041405
ENSMUST00000030245,0,0,0,0,0,0,0,0,0
ENSMUST00000168664,0,0,0,0,0,0,0.018455,0,0
ENSMUST00000097944,0,0,0,0,0,0,0,0,0
ENSMUST00000145577,0,0,0,0,0,0,0,0,0
ENSMUST00000035780,5.779734,6.057655,4.366202,6.076466,6.750601,7.02366,8.412902,8.473517,4.438077
ENSMUST00000143399,8.431418,2.599342,1.741342,5.150553,3.791411,8.471242,9.279979,5.241764,0
ENSMUST00000133178,0,3.580896,0.304914,1.113657,3.222443,2.321165,2.038059,3.193951,0.586053
ENSMUST00000156144,0,0,0,0,0,0,0,0,0
ENSMUST00000150345,0,0,0,0,0,0,0,0,0
ENSMUST00000123834,0.390659,0.132822,0.109739,0,0,0,0.81183,0.069688,2.399394
ENSMUST00000120606,0,0,0,0,0,0,0,0,0
ENSMUST00000121430,0.754731,1.116021,0.552865,0.020733,0.388842,0.347586,1.300778,0.113264,0.019614
ENSMUST00000175624,0,0,0,0,0,0,0,0,1.5282
ENSMUST00000104326,0,0,0,0,0,0,0,0,0
ENSMUST00000143294,0.192774,0.287885,0.130249,0,0.033835,0.246291,0.156785,0.012981,0.322851
ENSMUST00000106827,0.464059,0.675713,0.302233,0,0,0,0,0,0.485758
ENSMUST00000118859,0,0,0,0,0,0,0,0,0
ENSMUST00000118427,0,0,0.018709,0.017869,0,0.129615,0,0,0
ENSMUST00000143644,0,0,0,0,0.329306,0,0.063563,0,0.020552
ENSMUST00000146078,0,0,0,0.190425,0,0.25468,0,0.108667,0.00595
ENSMUST00000106830,1.200116,0.822395,0.350038,0.123449,0.266653,0.426517,0.468568,0.356632,1.775138
ENSMUST00000106826,0,0.051369,0.021913,0,0,0,0.034361,0.365667,0.447461
ENSMUST00000141037,0,0,0.54036,0,0,0,0,0,0.083385
ENSMUST00000149672,0,0,0,0,0.707997,0.590484,0.882517,0,0
ENSMUST00000031663,0,0,0,0,0,0,0.007905,0,0
ENSMUST00000065072,0,0,0,0,0,0,0,0,0
ENSMUST00000123892,0,0,0,0,0,0,0,0,0
ENSMUST00000152146,0,0,0,0.081034,0,0,0,0,0
ENSMUST00000106808,0,0.076892,0.034474,0,0.0156,0.066554,0.038726,0.090872,0.037676
ENSMUST00000048947,0,0,0,0.076143,0,0,0,0,0
ENSMUST00000064873,0,0,0,0,0,0,0,0,0
ENSMUST00000179793,0,0,0,0,0,0,0,0,0
ENSMUST00000106803,0,0,0,0,0,0,0,0,0
ENSMUST00000106804,0.018676,0.012645,0.033798,0,0,0.034154,0.040834,0,0.082487
ENSMUST00000120621,0,0,0,0,0,0,0,0,0
ENSMUST00000030243,0.587533,0.555703,0.305181,0.293633,0.271949,0.256762,0.171798,0.240112,1.09981
ENSMUST00000064139,3.273655,2.264136,1.547558,1.197356,0.992515,1.693789,1.841484,1.178293,5.235633
ENSMUST00000118507,0.06488,0,0,0,0,0,0,0,0
ENSMUST00000120700,0,0,0,0,0,0,0,0,0
ENSMUST00000121621,0.088143,0.086589,0.066239,0.063261,0.13505,0.093228,0.042387,0.034985,0.137896
ENSMUST00000184254,0,0,0,0,0,0,0,0,0
ENSMUST00000185012,0,0,0,0,0,0,0,0,0
ENSMUST00000119740,0,0,0.049018,0,0,0,0,0,0.051049
ENSMUST00000158440,0,0,0,0,0,0,0,0,0
ENSMUST00000130088,0.412131,0.041218,0,0.184869,0,0.089136,0.121152,0,0.016249
ENSMUST00000119885,0,0.293321,0,0,0.155038,0,0,0,0
ENSMUST00000157308,0,0,0,0,0,0,0,0,0
ENSMUST00000198840,0,0,0,0,0,0,0,0,0
ENSMUST00000121815,0.026739,0.013448,0,0.009649,0,0,0,0,0
ENSMUST00000140196,0,0,0,0,0,0,0,0,0
ENSMUST00000120932,0,0,0,0,0,0,0,0,0
ENSMUST00000125277,0,0,0,0,0,0,0,0,0
ENSMUST00000195679,0,0,0,0,0,0,0,0,0
ENSMUST00000165709,0,0,0,2.603789,0,0,0.845527,0,3.537796
ENSMUST00000106798,0.032452,0.012689,0,0.050247,0.006253,0.035658,0.083785,0.027149,0.07463
ENSMUST00000094933,3.929447,3.577569,2.457306,0,3.001765,5.844373,4.863612,4.756523,0
ENSMUST00000150521,2.131738,0,0,0,1.480178,0.864931,0.791132,2.497914,1.417303
ENSMUST00000049507,0.015599,0.039149,0,0,0,0.061502,0.007477,0.017969,0.135958
ENSMUST00000054472,0,0,0,0,0,0.017541,0,0,0
ENSMUST00000148907,0.003808,0,0,0,0,0,0,0,0
ENSMUST00000177702,0,0,0,0,0,0,0,0,0
ENSMUST00000137882,0.177056,0.018703,0.063666,0.006799,0.053342,0,0.044513,0,0.131925
ENSMUST00000047973,5.303221,6.216816,3.040017,3.848854,4.300331,5.019734,4.131113,4.540803,6.116162
ENSMUST00000146976,2.532405,5.300959,3.820003,11.327504,6.400336,3.274408,1.907473,0,0
ENSMUST00000126324,0,0,0,0,0,0,0,0,0
ENSMUST00000189032,0,0,0,0,0,0,0,0,0
ENSMUST00000067387,0,0,0,0,0,0,0,0,0
ENSMUST00000106788,0,0,0,0,0,0,0,0,0
ENSMUST00000047922,0.022372,0.011251,0.068687,0,0,0,0.037938,0,0.00224
ENSMUST00000136505,0,0,0,0,0,0,0,0,0
ENSMUST00000106782,0.637905,0,0,0,0,0,0,0,0
ENSMUST00000106781,0.260442,0.365566,0.213295,0.128869,0,0.378609,0.303266,0,0.230875
ENSMUST00000146966,0,0,0,0,0,0,0,0.306168,0
ENSMUST00000058905,0.853757,0.806839,0.502643,0.772637,0.738368,0.725943,1.429938,2.190817,0.745808
ENSMUST00000026480,5.526434,6.033666,4.418709,5.689813,5.942378,5.785688,6.452116,4.339582,4.946017
ENSMUST00000142342,0,0,0,0,0,0,0,0,0
ENSMUST00000132650,0.957373,4.787818,5.879647,4.980648,7.116876,2.577673,4.529365,4.348463,0.617447
ENSMUST00000106772,0,0.475079,0,0.512791,0,1.385006,0,2.615117,4.479051
ENSMUST00000127133,0.816201,3.274497,0.071294,1.110945,4.055642,4.314202,4.031459,2.882847,2.681265
ENSMUST00000139687,0,0,0,0,0,0,0.400608,0,0
ENSMUST00000135676,1.280493,0,0,0.264557,1.170728,0,2.418736,0,0
ENSMUST00000127571,2.52038,0,0,0,1.0824,0,0,0,0
ENSMUST00000132572,0.072856,0.398047,0.149742,0,0,0.061013,0.142245,0,0
ENSMUST00000106770,0.025407,0.04224,0,0,0,0.006759,0.02445,0.035815,0
ENSMUST00000135000,0.06128,0,0,0,0.039575,0,0.02913,0,0.00963
ENSMUST00000134160,0,0,0,0,0,0,0,0,0.075009
ENSMUST00000145374,0,0,0.027358,0.129814,0.05157,0.023638,0,0,0
ENSMUST00000142954,0,0,0,0,0,0,0,0,0
ENSMUST00000145044,0,0,0,0,0,0,0,0,0
ENSMUST00000148281,0.315044,0,0,0,0,0,0,0,0.138294
ENSMUST00000047620,0,0.135656,0,0,0,0.043783,0,0.058748,0.006148
ENSMUST00000102762,1.236353,1.660541,1.109089,1.328237,1.656542,1.945442,2.206983,1.448888,1.457695
ENSMUST00000065253,0.158529,0,0,0,0.021088,0.064491,0.211867,0.454077,0.148209
ENSMUST00000140541,0,0,0,0,0,0,0,0,0
ENSMUST00000144809,0,0,0,0,1.873212,0.362208,0,2.339721,0
ENSMUST00000156567,0,0.477482,0,0,0.400103,0,0,0,0.029817
ENSMUST00000145061,0,0,0,0,0,0,0,0,0
ENSMUST00000148688,1.130298,0,0,0,1.073596,0,1.444174,4.253512,4.489876
ENSMUST00000121767,0,0,0,0,14.729967,0,0,0,14.08746
ENSMUST00000151369,0,0.05133,0,0,0,0,0.037658,0,0
ENSMUST00000150915,0,0,0,0,0,0,0,0,0
ENSMUST00000030367,4.529466,4.633458,5.056933,4.07621,5.164735,4.922214,6.29876,5.180534,4.705659
ENSMUST00000149926,0,0,0,0,0,0.943094,0.542692,0,0
ENSMUST00000072753,0,0,0.038759,0,0,0.392563,0,0.833197,0.965609
ENSMUST00000097934,0,0,0,0,0,0,0,0,0
ENSMUST00000132506,0,0.269031,0.077725,0.125066,0,0.022865,0.12679,0,0.805976
ENSMUST00000146659,0,0,0,0,0,0,0,0,0
ENSMUST00000148842,1.126973,1.42292,0,0,0,0.901624,0,0,3.092701
ENSMUST00000138475,0,0,0,0,0,0,0,0.084804,0
ENSMUST00000141963,0.28867,0.391511,0.020409,0,0,0,0.097627,0,0.019348
ENSMUST00000124936,0,0,0.018679,0.34823,0,0,0.268811,0.029712,0.72432
ENSMUST00000131440,10.469566,5.34919,10.645843,6.780789,10.784927,11.480549,16.189237,9.708578,3.01964
ENSMUST00000129617,0.36707,0.247662,0.221315,0,0,0,0.428306,0.131942,0.015434
ENSMUST00000137786,0.758649,0.339588,0.632857,0.17073,0.586791,0.652603,0.885535,0.405441,0.316767
ENSMUST00000131111,0.095365,0,0.355192,0,0.345191,0.361114,0.235217,0,0.052987
ENSMUST00000133827,5.777083,11.507916,8.381247,9.476293,6.975387,11.611522,11.014085,8.72225,0
ENSMUST00000156288,0.535714,0.144969,0,0.099263,0.606721,0.269228,0.136274,0,0.248347
ENSMUST00000136487,0.88335,0.358225,1.614963,0,0.556674,1.706143,0.747833,0,2.143094
ENSMUST00000030365,11.925252,11.059232,8.152451,11.83844,10.904864,10.815226,12.955488,11.450596,9.252498
ENSMUST00000141150,0.586708,0.876122,1.186612,0.956895,1.404755,2.325255,2.818516,0.346092,0.448222
ENSMUST00000125157,0,3.736274,4.221509,3.182218,3.09982,3.321548,1.602036,4.837723,0
ENSMUST00000125397,0.864003,0,0.608289,0,0,0,1.930449,0,0
ENSMUST00000138788,0.027576,0.316461,0.372287,0,0.599008,2.992013,2.54993,0,0.359547
ENSMUST00000156406,0.20444,0.10933,0.167287,0.190515,0.378455,0.310821,0.711192,0.061177,0.092943
ENSMUST00000106758,0,0,0.142316,0.851097,0.518678,0,0,0,0
ENSMUST00000145324,0,0,0,0,0,3.200114,0.527803,0,0
ENSMUST00000106760,0,0,0,0,0,0,0,0,0
ENSMUST00000149453,0.08857,0,0,0,0.005935,0.103528,0.211978,0.06361,0.050628
ENSMUST00000154283,1.888457,0,0,0,0,0,0,2.449795,0
ENSMUST00000030364,0.286166,0.245749,0,0,0.112598,1.068523,0.795231,1.130519,0.393765
ENSMUST00000126207,0,0,0,0.028992,0,0.237961,0,0.031777,0
ENSMUST00000106756,0.443308,0.647197,0.222965,0.305934,0.491564,0,0.931529,0,0
ENSMUST00000137269,0,0,0,0,0,0.564522,0,0.518131,0
ENSMUST00000127916,0,0.213484,0,0,0.90387,0,0,0,0
ENSMUST00000062495,0,0.028366,0,0,0,0,0,0,0
ENSMUST00000221740,0,0,0,0,0,0,0,0,0
ENSMUST00000145510,0,0,0,0,0,0,0,0,0
ENSMUST00000057043,1.328366,1.771785,1.116543,1.488831,1.921332,2.429491,2.107794,2.085352,1.568407
ENSMUST00000127720,5.372994,3.803672,4.399301,5.167097,3.711906,5.409131,7.114264,2.924111,1.526816
ENSMUST00000129220,4.560031,4.53286,0,0,5.340725,0,2.478414,5.276425,2.33742
ENSMUST00000030362,3.675069,0.09413,0,0.366531,0.422874,0.33821,0.527887,2.090349,0.030804
ENSMUST00000058585,4.202349,7.639653,4.108339,4.958392,2.934072,9.634432,8.121865,13.071639,4.929276
ENSMUST00000141165,0,2.581699,1.386055,1.328956,3.473261,1.501569,3.705695,2.496014,2.560136
ENSMUST00000132526,1.789869,0,8.6113,0,0,4.104151,5.009063,3.53047,0
ENSMUST00000147375,0.153951,0.448689,0.037662,0,1.300969,0.415045,0.244377,0,0.313478
ENSMUST00000131474,55.669751,40.838695,0,0,0,66.523825,0,0,0
ENSMUST00000030361,1.675413,0.481467,0.030199,0,0.883988,0.050819,0.639945,1.02575,1.468509
ENSMUST00000128123,0,0,0,0,0,0.141124,0,0,0
ENSMUST00000106753,0,0,0,0,0,0,0,0,0
ENSMUST00000141013,28.529138,30.04483,16.193189,18.23651,20.915792,35.053812,41.975143,41.303294,25.120465
ENSMUST00000154007,3.893296,4.877958,0,2.665548,6.954028,1.601564,2.357963,13.26602,0
ENSMUST00000127652,62.217853,69.476057,59.478606,68.800773,63.62387,70.629568,76.278481,66.835224,42.744731
ENSMUST00000094916,0,0,0.01243,0,0.265385,0.117929,0.030112,0,0.030896
ENSMUST00000030360,4.525683,5.999558,5.410661,3.382543,6.488181,6.715868,9.215769,7.731584,5.365979
ENSMUST00000137837,3.416969,4.006349,6.382476,6.371255,5.823002,4.168238,0,2.367062,0
ENSMUST00000142657,10.951177,9.84713,11.239483,11.316226,16.95011,11.095748,10.255917,7.328561,2.961554
ENSMUST00000144176,13.894785,9.514264,6.786452,21.048964,23.702426,15.432069,10.960466,7.890151,7.110579
ENSMUST00000156771,11.485508,7.562612,1.899702,1.814345,2.913699,6.661648,4.381671,7.869127,8.946772
ENSMUST00000152717,0,0.268756,0,0,0,0,0,0.449365,0
ENSMUST00000156934,0.620495,1.086036,0.549097,0.517934,0.484921,0.909561,0.301091,0.087012,0.907976
ENSMUST00000106749,0,3.112456,21.321783,0,7.650604,17.908175,15.087608,0,14.052524
ENSMUST00000046558,19.417649,23.105774,0,16.722979,9.68334,0,6.257974,17.679841,0
ENSMUST00000137911,0,0,0,0,0,0,0,0,0
ENSMUST00000119210,0,0.502298,0,0,0,0,0.160635,0,0
ENSMUST00000082426,0.175477,0.144833,0.199877,0,0.170012,0,0,0,0
ENSMUST00000150974,0,0,0,0,0,0,0,0,0
ENSMUST00000134366,0,0,0,0,0,0,0,0,0
ENSMUST00000129138,0,0,0,0,0,0,0,0,0
ENSMUST00000106748,0.514498,0,0,0,0,0,0,0.078925,0
ENSMUST00000126291,0,0,0,0,0,0,0,0,0
ENSMUST00000147709,0,0.155834,0,0,0,0,0,0,0
ENSMUST00000145332,0,0,0,0,0,0,0,0,0
